,Age_AtReg,Disability,Gender,CitizenStatus,EducationLevel,Race_Hispanic,Race_NativeAmerican,Race_Asian,Race_AfricanAmerican,Race_PacificIslander,Race_White,Employed
4013,31,0,1,1,15,0,0,0,1,0,0,1
4014,31,0,1,1,15,0,0,0,1,0,0,1
4015,52,0,1,1,20,0,0,0,1,0,0,0
4016,52,0,1,1,20,0,0,0,1,0,0,0
4017,39,0,1,1,14,0,0,0,1,0,0,0
4018,39,0,1,1,14,0,0,0,1,0,0,0
4019,45,0,1,1,14,0,0,0,1,0,0,0
4020,36,0,2,1,14,0,0,0,1,0,0,0
4021,36,0,2,1,14,0,0,0,1,0,0,0
4022,36,0,2,1,14,0,0,0,1,0,0,0
4023,58,0,1,1,13,0,0,0,1,0,0,0
4024,52,0,2,1,21,0,0,0,1,0,0,0
4025,30,0,1,1,14,0,0,0,1,0,0,0
4026,29,0,1,1,14,0,0,0,1,0,0,0
4027,31,0,2,1,14,0,0,0,1,0,0,0
4028,31,0,2,1,14,0,0,0,1,0,0,0
4029,30,0,2,1,14,0,0,0,1,0,0,0
4030,30,0,2,1,14,0,0,0,1,0,0,0
4031,31,0,2,1,14,0,0,0,1,0,0,1
4032,31,0,2,1,14,0,0,0,1,0,0,1
4033,58,0,1,1,14,0,0,0,1,0,0,1
4034,58,0,1,1,14,0,0,0,1,0,0,1
4035,54,0,1,1,21,0,0,0,0,0,0,1
4036,54,0,1,1,21,0,0,0,0,0,0,1
4037,48,0,1,1,21,0,0,0,0,0,0,0
4038,54,0,1,1,21,0,0,0,0,0,0,0
4039,54,0,1,1,21,0,0,0,0,0,0,0
4040,52,0,1,1,21,0,0,0,0,0,0,1
4041,52,0,1,1,21,0,0,0,0,0,0,1
4042,54,0,1,1,21,0,0,0,0,0,0,0
4043,27,0,1,1,9,0,0,0,1,0,0,0
4044,27,0,1,1,9,0,0,0,1,0,0,0
4045,38,0,2,1,10,0,0,0,0,0,1,0
4046,38,0,2,1,10,0,0,0,0,0,1,0
4047,44,0,1,1,18,0,0,0,1,0,0,0
4048,44,0,1,1,18,0,0,0,1,0,0,0
4049,44,0,1,1,18,0,0,0,1,0,0,0
4050,44,0,1,1,18,0,0,0,1,0,0,0
4051,44,0,1,1,18,0,0,0,1,0,0,0
4052,44,0,1,1,18,0,0,0,1,0,0,0
4053,44,0,1,1,18,0,0,0,1,0,0,0
4054,37,0,1,1,14,0,0,0,0,0,0,0
4055,37,0,1,1,14,0,0,0,0,0,0,0
4056,37,0,1,1,14,0,0,0,0,0,0,0
4057,37,0,1,1,14,0,0,0,0,0,0,0
4058,49,0,2,1,16,0,0,0,1,0,0,0
4059,49,0,2,1,16,0,0,0,1,0,0,0
4060,44,0,2,1,14,0,0,0,1,0,0,1
4061,44,0,2,1,14,0,0,0,1,0,0,1
4062,49,0,2,1,14,0,0,0,1,0,0,0
4063,49,0,2,1,14,0,0,0,1,0,0,0
4064,43,0,2,1,13,0,0,0,1,0,0,0
4065,31,0,2,1,9,0,0,0,1,0,0,0
4066,35,0,2,1,18,0,0,0,1,0,0,0
4067,35,0,2,1,18,0,0,0,1,0,0,0
4068,60,0,2,1,16,1,0,0,1,0,0,1
4069,47,1,2,1,18,0,0,0,1,0,0,0
4070,42,1,2,1,13,0,0,0,1,0,0,0
4071,36,0,1,1,14,0,0,0,1,0,0,0
4072,44,0,2,1,14,0,0,0,1,0,0,0
4073,53,0,1,1,16,0,0,0,1,0,0,0
4074,60,0,2,1,21,0,0,0,1,0,0,1
4075,41,0,2,1,17,0,0,0,1,0,0,1
4076,59,0,2,1,14,0,0,0,1,0,0,0
4077,35,0,1,1,14,0,0,0,1,0,0,0
4078,44,0,1,1,14,0,0,0,1,0,0,0
4079,48,0,1,1,13,0,0,0,1,0,0,0
4080,53,0,2,1,14,0,0,0,1,0,0,1
4081,48,0,1,2,14,0,0,0,1,0,0,0
4082,56,0,1,1,14,0,0,0,1,0,0,0
4083,33,0,2,1,15,0,0,0,1,0,0,0
4084,45,0,1,1,14,0,0,0,1,0,0,0
4085,47,0,1,1,14,0,0,0,1,0,0,0
4086,47,0,1,1,14,0,0,0,1,0,0,0
4087,45,0,1,1,15,0,0,0,1,0,0,0
4088,45,0,1,1,15,0,0,0,1,0,0,0
4089,45,0,1,1,15,0,0,0,1,0,0,0
4090,51,0,2,1,14,0,0,0,1,0,0,0
4091,50,0,2,1,11,0,0,0,1,0,0,1
4092,50,0,2,1,11,0,0,0,1,0,0,1
4093,51,1,1,1,12,0,0,0,0,0,1,0
4094,51,1,1,1,12,0,0,0,0,0,1,0
4095,36,0,1,1,0,0,0,0,1,0,0,1
4096,41,0,1,1,14,0,0,0,1,0,0,1
4097,41,0,1,1,14,0,0,0,1,0,0,1
4098,49,0,2,1,10,0,0,0,1,0,0,0
4099,49,0,2,1,10,0,0,0,1,0,0,0
4100,35,0,1,1,10,0,0,0,1,0,0,0
4101,54,0,2,1,15,0,0,0,1,0,0,0
4102,69,0,2,1,14,0,0,0,1,0,0,0
4103,35,0,2,1,15,0,0,0,1,0,0,0
4104,52,0,1,1,13,0,0,0,1,0,0,0
4105,30,0,2,1,14,0,0,0,1,0,0,0
4106,30,0,2,1,14,0,0,0,1,0,0,0
4107,55,0,1,1,18,0,0,0,1,0,0,1
4108,55,0,1,1,18,0,0,0,1,0,0,1
4109,58,1,1,1,14,0,0,0,1,0,0,0
4110,50,0,2,1,16,0,0,0,1,0,0,0
4111,50,0,1,1,14,0,0,0,1,0,0,1
4112,50,0,1,1,14,0,0,0,1,0,0,1
4113,50,0,1,1,14,0,0,0,1,0,0,1
4114,71,0,1,1,14,0,0,0,1,0,0,1
4115,71,0,1,1,14,0,0,0,1,0,0,1
4116,71,0,1,1,14,0,0,0,1,0,0,1
4117,39,0,2,1,15,0,0,0,1,0,0,0
4118,51,0,1,1,16,0,0,0,1,0,0,0
4119,44,0,1,1,20,0,0,0,1,0,0,1
4120,44,0,1,1,20,0,0,0,1,0,0,1
4121,41,0,2,1,14,0,0,0,1,0,0,0
4122,45,0,2,1,12,0,0,0,1,0,0,1
4123,45,0,2,1,12,0,0,0,1,0,0,1
4124,45,0,1,1,15,0,0,0,1,0,0,0
4125,36,0,1,1,17,0,0,0,1,0,0,0
4126,53,0,1,1,18,0,0,0,1,0,0,0
4127,53,0,1,1,18,0,0,0,1,0,0,0
4128,53,0,1,1,18,0,0,0,1,0,0,0
4129,53,0,1,1,18,0,0,0,1,0,0,0
4130,38,0,2,1,14,0,0,0,1,0,0,0
4131,38,0,2,1,14,0,0,0,1,0,0,0
4132,30,0,1,4,14,0,0,0,1,0,0,0
4133,34,0,2,1,15,0,0,0,1,0,0,0
4134,45,0,1,1,14,0,0,0,1,0,0,0
4135,50,1,1,1,14,0,0,0,1,0,0,1
4136,38,0,2,1,11,0,0,0,1,0,0,0
4137,37,0,2,1,11,0,0,0,1,0,0,1
4138,28,0,2,1,11,0,0,0,1,0,0,0
4139,36,0,2,1,14,0,0,0,1,0,0,0
4140,36,0,1,4,14,0,0,0,1,0,0,0
4141,37,0,2,1,14,0,0,0,1,0,0,1
4142,55,0,2,1,20,0,0,0,1,0,0,0
4143,40,0,1,1,14,0,0,0,1,0,0,0
4144,52,0,2,1,14,0,0,0,1,0,0,1
4145,52,0,2,1,14,0,0,0,1,0,0,1
4146,39,0,2,1,14,0,0,0,1,0,0,1
4147,39,0,2,1,14,0,0,0,1,0,0,0
4148,43,0,2,1,16,0,0,0,1,0,0,1
4149,43,0,2,1,16,0,0,0,1,0,0,0
4150,43,0,2,1,16,0,0,0,1,0,0,0
4151,38,0,2,1,18,0,0,0,1,0,0,1
4152,38,0,2,1,18,0,0,0,1,0,0,1
4153,38,0,2,1,14,0,0,0,1,0,0,0
4154,58,0,2,1,16,0,0,0,1,0,0,1
4155,44,0,2,1,19,0,0,0,1,0,0,0
4156,52,0,2,1,11,0,0,0,1,0,0,1
4157,43,0,2,1,18,0,0,0,1,0,0,0
4158,48,0,2,1,14,0,0,0,1,0,0,0
4159,56,0,1,1,16,0,0,0,1,0,0,0
4160,47,0,1,1,20,0,0,0,1,0,0,0
4161,38,0,1,1,14,0,0,0,1,0,0,0
4162,29,0,1,1,14,0,0,0,1,0,0,0
4163,29,0,1,1,14,0,0,0,1,0,0,0
4164,43,0,1,1,14,0,0,0,1,0,0,1
4165,43,0,2,1,21,0,0,0,0,0,0,1
4166,48,0,1,1,14,0,0,0,1,0,0,0
4167,49,0,1,1,14,0,0,0,1,0,0,0
4168,48,0,1,1,14,0,0,0,1,0,0,0
4169,46,0,1,1,17,0,0,0,1,0,0,0
4170,43,0,1,1,18,0,0,0,1,0,0,0
4171,43,0,1,1,18,0,0,0,1,0,0,1
4172,43,0,1,1,18,0,0,0,1,0,0,1
4173,43,0,1,1,18,0,0,0,1,0,0,1
4174,43,0,1,1,18,0,0,0,1,0,0,1
4175,36,0,1,1,20,0,0,0,1,0,0,0
4176,38,0,1,1,20,0,0,0,1,0,0,0
4177,38,0,1,1,20,0,0,0,1,0,0,0
4178,38,0,1,1,20,0,0,0,1,0,0,0
4179,35,0,1,1,14,0,0,0,1,0,0,1
4180,35,0,1,1,14,0,0,0,1,0,0,1
4181,36,0,1,1,20,0,0,0,1,0,0,0
4182,36,0,1,1,20,0,0,0,1,0,0,0
4183,36,0,1,1,20,0,0,0,1,0,0,0
4184,36,0,1,1,20,0,0,0,1,0,0,1
4185,36,0,1,1,20,0,0,0,1,0,0,1
4186,36,0,1,1,20,0,0,0,1,0,0,1
4187,48,0,2,1,14,0,0,0,1,0,0,1
4188,50,0,2,1,14,0,0,0,1,0,0,0
4189,43,0,2,1,19,0,0,0,1,0,0,0
4190,43,0,2,1,19,0,0,0,1,0,0,0
4191,46,0,2,2,14,0,0,0,1,0,0,0
4192,43,0,1,1,14,0,0,0,1,0,0,0
4193,48,0,1,1,13,0,0,0,1,0,0,0
4194,43,0,1,1,13,0,0,0,1,0,0,0
4195,43,0,1,1,13,0,0,0,1,0,0,1
4196,43,0,1,1,13,0,0,0,1,0,0,1
4197,43,0,1,1,10,0,0,0,1,0,0,0
4198,37,0,1,1,14,0,0,0,1,0,0,0
4199,41,0,1,1,14,0,0,0,1,0,0,0
4200,54,1,2,1,14,0,0,0,1,0,0,0
4201,54,1,2,1,14,0,0,0,1,0,0,0
4202,52,1,2,1,14,0,0,0,1,0,0,0
4203,52,1,2,1,14,0,0,0,1,0,0,0
4204,55,0,1,1,16,0,0,0,0,0,0,0
4205,44,1,1,1,15,0,0,0,1,0,0,0
4206,46,0,1,1,14,0,0,0,1,0,0,1
4207,38,0,1,1,16,0,0,0,1,0,0,0
4208,38,0,1,1,16,0,0,0,1,0,0,0
4209,38,0,1,1,16,0,0,0,1,0,0,0
4210,38,0,1,1,16,0,0,0,1,0,0,0
4211,57,0,2,1,15,0,0,0,1,0,0,0
4212,29,0,2,1,20,0,0,0,1,0,0,0
4213,26,0,2,1,15,0,0,0,1,0,0,0
4214,29,0,2,1,14,0,0,0,1,0,0,1
4215,29,0,2,1,14,0,0,0,1,0,0,1
4216,38,0,1,1,13,1,0,0,1,0,0,0
4217,39,0,1,1,13,0,0,0,1,0,0,0
4218,39,0,1,1,13,0,0,0,1,0,0,1
4219,39,0,1,1,13,0,0,0,1,0,0,1
4220,49,0,1,1,14,0,0,0,1,0,0,0
4221,49,0,1,1,14,0,0,0,1,0,0,0
4222,39,0,1,1,16,0,0,0,1,0,0,0
4223,40,0,2,1,14,0,0,0,1,0,0,0
4224,40,0,2,1,14,0,0,0,1,0,0,0
4225,40,0,2,1,14,0,0,0,1,0,0,0
4226,39,0,2,1,14,0,0,0,1,0,0,1
4227,35,0,2,1,14,0,0,0,1,0,0,0
4228,57,0,1,1,16,0,0,0,1,0,0,0
4229,57,0,1,1,16,0,0,0,1,0,0,0
4230,47,0,1,1,16,0,0,0,1,0,0,0
4231,35,0,1,1,15,0,0,0,1,0,0,0
4232,47,0,1,4,12,0,0,0,1,0,0,0
4233,55,0,2,1,16,0,0,0,1,0,0,0
4234,54,0,2,1,14,0,0,0,1,0,0,0
4235,37,0,2,1,18,0,0,0,1,0,0,0
4236,42,0,1,1,14,0,0,0,1,0,0,0
4237,42,0,1,1,14,0,0,0,1,0,0,0
4238,40,0,2,1,14,0,0,0,1,0,0,0
4239,34,0,1,1,13,0,0,0,1,0,0,0
4240,51,0,2,1,18,0,0,0,1,0,0,1
4241,65,0,1,2,21,0,0,0,1,0,0,0
4242,51,0,2,1,11,0,0,0,1,0,0,1
4243,51,0,2,1,11,0,0,0,1,0,0,1
4244,26,0,2,1,14,0,0,0,1,0,0,0
4245,33,0,1,1,13,0,0,0,1,0,0,1
4246,33,0,1,1,13,0,0,0,1,0,0,1
4247,44,0,2,1,14,0,0,0,1,0,0,0
4248,49,0,2,1,20,0,0,0,1,0,0,0
4249,49,0,2,1,20,0,0,0,1,0,0,0
4250,51,0,2,1,16,0,1,0,1,0,0,0
4251,45,0,1,1,14,0,0,0,1,0,0,0
4252,45,0,1,1,14,0,0,0,1,0,0,0
4253,59,0,2,1,20,0,0,0,1,0,0,1
4254,55,0,2,1,15,0,0,0,1,0,0,1
4255,55,0,2,1,15,0,0,0,1,0,0,1
4256,51,0,1,1,15,0,0,0,1,0,0,0
4257,51,0,1,1,15,0,0,0,1,0,0,0
4258,32,0,2,1,14,0,0,0,1,0,0,0
4259,32,0,2,1,14,0,0,0,1,0,0,0
4260,64,0,2,1,20,0,0,0,0,0,1,0
4261,55,0,1,1,14,0,0,0,1,0,0,0
4262,55,0,1,1,14,0,0,0,1,0,0,0
4263,55,0,1,1,14,0,0,0,1,0,0,0
4264,47,0,1,1,14,0,0,0,1,0,0,1
4265,47,0,1,1,14,0,0,0,1,0,0,1
4266,55,0,1,1,14,0,0,0,1,0,0,0
4267,27,0,1,1,14,0,0,0,1,0,0,1
4268,27,0,1,1,14,0,0,0,1,0,0,1
4269,52,0,2,1,21,0,0,0,0,0,0,0
4270,52,0,2,1,20,0,0,0,1,0,0,0
4271,52,0,2,1,20,0,0,0,1,0,0,0
4272,50,0,2,1,15,0,0,0,1,0,0,0
4273,50,0,2,1,15,0,0,0,1,0,0,0
4274,43,0,1,1,14,0,0,0,1,0,0,0
4275,47,0,1,1,15,0,0,0,1,0,0,0
4276,47,0,1,1,15,0,0,0,1,0,0,0
4277,47,0,1,1,15,0,0,0,1,0,0,0
4278,38,0,1,1,15,0,0,0,0,0,0,0
4279,40,0,2,1,21,0,0,0,1,0,0,0
4280,39,0,1,1,13,0,0,0,1,0,0,0
4281,39,0,1,1,13,0,0,0,1,0,0,0
4282,37,0,2,1,20,1,0,0,1,0,0,0
4283,37,0,2,1,20,1,0,0,1,0,0,0
4284,37,0,2,1,20,1,0,0,1,0,0,0
4285,40,0,2,1,18,0,0,0,1,0,0,1
4286,40,0,2,1,18,0,0,0,1,0,0,1
4287,53,0,2,1,19,0,0,0,1,0,0,0
4288,53,0,2,1,19,0,0,0,1,0,0,0
4289,53,0,2,1,19,0,0,0,1,0,0,0
4290,37,0,2,1,14,0,0,0,1,0,0,0
4291,36,0,2,1,14,0,0,0,1,0,0,1
4292,36,0,2,1,14,0,0,0,1,0,0,1
4293,65,0,1,1,10,0,0,0,0,0,0,1
4294,44,0,1,1,15,0,0,0,1,0,0,1
4295,44,0,1,1,15,0,0,0,1,0,0,1
4296,56,0,2,1,18,0,1,0,1,0,1,0
4297,56,0,2,1,18,0,1,0,1,0,1,0
4298,56,0,2,1,18,0,1,0,1,0,1,0
4299,52,0,1,1,14,0,0,0,1,0,0,0
4300,34,0,2,1,14,0,0,0,1,0,0,1
4301,50,0,1,1,11,0,0,0,1,0,0,0
4302,50,0,1,1,11,0,0,0,1,0,0,0
4303,44,0,1,1,21,0,0,0,1,0,0,0
4304,45,0,1,1,21,0,0,0,1,0,0,0
4305,43,0,1,1,21,0,0,0,1,0,0,0
4306,43,0,1,1,21,0,0,0,1,0,0,0
4307,60,0,2,1,21,0,0,0,1,0,0,0
4308,60,0,2,1,21,0,0,0,1,0,0,0
4309,57,0,2,1,21,0,0,0,1,0,0,1
4310,57,0,2,1,21,0,0,0,1,0,0,1
4311,44,0,2,1,14,0,0,0,1,0,0,0
4312,36,0,1,1,14,0,0,0,1,0,0,0
4313,38,0,1,1,15,0,0,0,1,0,0,1
4314,38,0,1,1,15,0,0,0,1,0,0,1
4315,38,0,1,1,15,0,0,0,1,0,0,1
4316,37,0,1,1,14,0,0,0,1,0,0,0
4317,36,0,1,1,16,0,0,0,1,0,0,0
4318,58,0,1,1,14,0,1,0,0,0,0,0
4319,36,0,1,1,20,0,0,0,1,0,0,0
4320,36,0,1,1,20,0,0,0,1,0,0,0
4321,36,0,1,1,18,0,0,0,1,0,0,1
4322,36,0,1,1,18,0,0,0,1,0,0,1
4323,40,0,1,1,18,0,0,0,1,0,0,1
4324,36,1,2,1,15,0,0,0,1,0,0,0
4325,36,1,2,1,15,0,0,0,1,0,0,0
4326,59,0,1,1,14,0,0,0,1,0,0,0
4327,47,0,1,1,16,0,0,0,1,0,0,1
4328,47,0,1,1,16,0,0,0,1,0,0,1
4329,46,0,2,1,15,0,0,0,1,0,0,0
4330,46,0,2,1,15,0,0,0,1,0,0,0
4331,42,0,2,3,7,0,0,0,0,0,0,0
4332,42,0,2,3,7,0,0,0,0,0,0,0
4333,58,0,2,1,20,0,0,0,1,0,0,0
4334,51,0,1,1,14,0,0,0,1,0,0,1
4335,54,1,1,1,14,0,0,0,1,0,0,0
4336,57,0,1,1,13,0,0,0,0,0,0,0
4337,35,1,1,1,13,0,0,0,1,0,0,0
4338,68,0,2,1,9,0,0,0,1,0,0,0
4339,68,0,2,1,9,0,0,0,1,0,0,0
4340,37,0,1,1,14,0,0,0,1,0,0,0
4341,47,1,1,1,16,0,0,0,1,0,0,0
4342,38,0,1,1,15,0,0,0,1,0,0,0
4343,47,1,1,1,16,0,0,0,1,0,0,0
4344,47,1,1,1,16,0,0,0,1,0,0,0
4345,47,1,1,1,16,0,0,0,1,0,0,0
4346,34,0,1,1,15,0,0,0,1,0,0,0
4347,35,1,1,1,19,0,0,0,1,0,0,0
4348,35,1,1,1,19,0,0,0,1,0,0,0
4349,35,1,1,1,19,0,0,0,1,0,0,1
4350,63,0,2,1,20,0,0,0,1,0,0,0
4351,63,0,2,1,20,0,0,0,1,0,0,0
4352,63,0,2,1,20,0,0,0,1,0,0,0
4353,56,1,1,1,21,0,0,0,0,0,1,0
4354,61,0,2,1,17,0,0,0,1,0,0,1
4355,61,0,2,1,17,0,0,0,1,0,0,1
4356,58,0,2,1,17,0,0,0,1,0,0,0
4357,58,0,2,1,17,0,0,0,1,0,0,0
4358,58,0,2,1,17,0,0,0,1,0,0,0
4359,58,0,2,1,17,0,0,0,1,0,0,0
4360,19,0,1,4,14,0,0,0,1,0,0,0
4361,56,0,1,1,13,0,0,0,1,0,0,0
4362,45,0,1,1,18,0,0,0,1,0,0,0
4363,45,0,1,1,14,0,0,0,1,0,0,0
4364,40,0,1,1,18,0,0,0,1,0,0,1
4365,61,0,2,1,14,0,0,0,1,0,0,0
4366,47,0,1,1,15,0,0,0,1,0,0,0
4367,46,0,2,1,16,0,1,0,1,0,0,0
4368,47,0,2,1,16,0,1,0,1,0,0,0
4369,31,0,1,1,14,0,0,0,1,0,0,1
4370,31,0,1,1,14,0,0,0,1,0,0,1
4371,61,0,2,1,17,0,0,0,1,0,0,1
4372,61,0,2,1,17,0,0,0,1,0,0,1
4373,46,0,1,1,14,0,0,0,1,0,0,0
4374,59,0,1,1,14,0,0,0,1,0,0,0
4375,59,0,1,1,14,0,0,0,1,0,0,0
4376,46,0,2,1,20,0,0,0,0,0,0,0
4377,45,0,2,1,20,0,0,0,0,0,0,1
4378,53,0,1,1,18,0,0,0,1,0,0,0
4379,54,0,1,1,19,0,0,0,1,0,0,0
4380,60,0,2,1,21,0,0,0,1,0,0,0
4381,60,0,2,1,21,0,0,0,1,0,0,0
4382,60,0,2,1,21,0,0,0,1,0,0,0
4383,58,0,2,1,21,0,0,0,1,0,0,0
4384,28,0,2,1,20,0,0,0,1,0,0,0
4385,35,0,2,1,16,0,0,0,1,0,0,0
4386,35,0,2,1,16,0,0,0,1,0,0,0
4387,34,0,1,1,14,0,0,0,1,0,0,0
4388,58,0,2,1,14,0,0,0,1,0,0,1
4389,58,0,2,1,14,0,0,0,1,0,0,1
4390,46,0,2,1,18,0,0,0,1,0,0,1
4391,43,0,2,1,14,0,0,0,1,0,0,0
4392,50,0,2,1,14,0,0,0,1,0,0,0
4393,52,0,2,1,14,0,0,0,1,0,0,0
4394,52,0,2,1,14,0,0,0,1,0,0,0
4395,53,0,2,1,17,0,0,0,1,0,0,0
4396,53,0,2,1,17,0,0,0,1,0,0,0
4397,59,0,2,1,14,0,0,0,1,0,0,0
4398,59,0,2,1,14,0,0,0,1,0,0,0
4399,47,0,2,1,14,0,0,0,1,0,0,1
4400,47,0,2,1,14,0,0,0,1,0,0,1
4401,47,0,2,1,14,0,0,0,1,0,0,1
4402,35,0,1,1,11,0,0,0,1,0,0,0
4403,37,0,1,1,14,0,0,0,1,0,0,0
4404,37,0,1,1,14,0,0,0,1,0,0,0
4405,37,0,1,1,14,0,0,0,1,0,0,0
4406,35,0,1,1,14,0,0,0,1,0,0,0
4407,35,0,1,1,14,0,0,0,1,0,0,0
4408,57,0,1,1,11,0,0,0,1,0,0,0
4409,57,0,1,1,11,0,0,0,1,0,0,0
4410,57,0,1,1,11,0,0,0,1,0,0,0
4411,34,0,2,1,14,0,0,0,1,0,0,1
4412,20,0,1,4,14,0,0,0,1,0,0,0
4413,50,0,2,1,14,0,0,0,1,0,0,0
4414,32,0,2,1,20,0,0,0,1,0,0,0
4415,43,0,2,1,10,0,0,0,1,0,0,0
4416,42,0,1,1,14,0,0,0,1,0,0,0
4417,42,0,1,1,13,0,0,0,1,0,0,1
4418,42,0,1,1,13,0,0,0,1,0,0,1
4419,55,0,1,1,14,0,0,0,1,0,0,1
4420,55,0,1,1,14,0,0,0,1,0,0,1
4421,55,0,1,1,14,0,0,0,1,0,0,1
4422,55,1,1,1,14,0,0,0,1,0,0,1
4423,55,1,1,1,14,0,0,0,1,0,0,1
4424,55,1,1,1,14,0,0,0,1,0,0,1
4425,54,0,2,1,17,0,0,0,1,0,0,1
4426,38,0,2,1,15,0,0,0,1,0,0,0
4427,40,0,2,1,15,0,0,0,1,0,0,0
4428,44,0,2,1,14,0,0,0,1,0,0,1
4429,48,0,2,1,11,0,0,0,1,0,0,0
4430,48,0,2,1,11,0,0,0,1,0,0,0
4431,48,0,2,1,11,0,0,0,1,0,0,0
4432,46,0,2,1,20,0,0,0,1,0,0,1
4433,46,0,2,1,20,0,0,0,1,0,0,1
4434,46,0,1,1,10,0,0,0,1,0,0,0
4435,56,0,1,1,16,0,0,0,1,0,0,0
4436,56,0,1,1,16,0,0,0,1,0,0,0
4437,56,0,1,1,16,0,0,0,1,0,0,0
4438,49,0,1,1,14,0,0,0,1,0,0,0
4439,56,0,1,1,16,0,0,0,1,0,0,0
4440,56,0,1,1,16,0,0,0,1,0,0,0
4441,46,0,2,1,19,0,0,0,1,0,0,1
4442,46,0,2,1,19,0,0,0,1,0,0,1
4443,32,0,1,1,18,0,0,0,1,0,0,1
4444,33,0,1,1,13,0,0,0,1,0,0,0
4445,35,0,2,1,15,0,0,0,1,0,0,1
4446,35,0,2,1,15,0,0,0,1,0,0,1
4447,34,0,1,1,13,0,0,0,1,0,0,0
4448,34,0,1,1,13,0,0,0,1,0,0,0
4449,36,0,1,1,14,0,0,0,1,0,0,0
4450,36,0,1,1,14,0,0,0,1,0,0,0
4451,34,0,1,1,13,0,0,0,1,0,0,1
4452,34,0,1,1,13,0,0,0,1,0,0,1
4453,34,0,1,1,13,0,0,0,1,0,0,0
4454,48,0,2,1,15,0,0,0,1,0,0,0
4455,32,0,1,1,13,0,0,0,1,0,0,0
4456,40,0,2,1,14,0,0,0,1,0,0,0
4457,40,0,2,1,14,0,0,0,1,0,0,0
4458,42,0,1,1,13,0,0,0,0,0,0,1
4459,41,0,1,1,14,0,0,0,1,0,0,0
4460,41,0,1,1,14,0,0,0,1,0,0,0
4461,49,0,1,1,14,0,0,0,1,0,0,0
4462,55,0,1,1,14,0,0,0,1,0,0,1
4463,55,0,1,1,14,0,0,0,1,0,0,1
4464,41,0,2,1,14,0,0,0,1,0,1,0
4465,47,0,2,1,19,0,0,0,1,0,1,1
4466,32,0,2,1,20,0,0,0,1,0,0,0
4467,55,0,1,1,15,0,0,0,1,0,0,0
4468,31,0,1,1,10,0,0,0,1,0,0,1
4469,31,0,1,1,10,0,0,0,1,0,0,1
4470,42,0,1,1,13,0,0,0,1,0,0,1
4471,42,0,1,1,13,0,0,0,1,0,0,1
4472,34,0,1,1,14,0,0,0,1,0,0,1
4473,48,0,1,1,17,0,1,0,1,0,0,0
4474,49,0,1,1,17,0,1,0,1,0,0,0
4475,57,0,2,1,16,0,0,0,1,0,0,0
4476,55,0,1,1,15,0,0,0,1,0,0,0
4477,55,0,1,1,15,0,0,0,1,0,0,0
4478,38,0,1,1,16,0,0,0,1,0,0,0
4479,38,0,2,1,14,0,0,0,1,0,0,0
4480,38,0,2,1,14,0,0,0,1,0,0,0
4481,44,0,1,1,14,0,0,0,1,0,0,0
4482,45,0,1,1,14,0,0,0,1,0,0,1
4483,44,0,2,1,10,0,0,0,1,0,0,0
4484,44,0,2,1,10,0,0,0,1,0,0,0
4485,40,0,2,1,21,0,0,0,1,0,0,1
4486,44,0,2,1,14,0,0,0,1,0,0,0
4487,52,0,2,1,14,1,0,0,0,0,1,0
4488,59,0,1,1,21,0,0,0,1,0,0,0
4489,64,0,1,1,15,0,0,0,1,0,0,0
4490,68,0,1,1,15,0,0,0,1,0,0,0
4491,68,0,1,1,15,0,0,0,1,0,0,0
4492,68,0,1,1,15,0,0,0,1,0,0,0
4493,47,0,1,1,14,0,0,0,1,0,0,0
4494,56,0,2,1,14,0,0,0,1,0,0,0
4495,56,0,2,1,14,0,0,0,1,0,0,0
4496,56,0,2,1,14,0,0,0,1,0,0,0
4497,55,0,2,1,14,0,0,0,1,0,0,0
4498,47,0,1,1,16,0,0,0,1,0,0,0
4499,37,0,1,1,16,0,0,0,1,0,0,0
4500,37,0,1,1,16,0,0,0,1,0,0,0
4501,41,0,1,1,14,0,0,0,1,0,0,0
4502,41,0,1,1,14,0,0,0,1,0,0,0
4503,40,0,2,1,13,0,0,0,0,0,0,0
4504,40,0,2,1,13,0,0,0,0,0,0,0
4505,40,0,2,1,13,0,0,0,0,0,0,0
4506,35,0,2,1,16,0,0,0,1,0,0,0
4507,35,0,2,1,16,0,0,0,1,0,0,0
4508,35,0,2,1,16,0,0,0,1,0,0,0
4509,32,0,1,1,14,0,0,0,1,0,0,0
4510,47,0,1,1,14,0,0,0,1,0,0,0
4511,47,0,1,1,14,0,0,0,1,0,0,0
4512,36,0,2,1,15,0,0,0,1,0,0,0
4513,36,0,2,1,15,0,0,0,1,0,0,0
4514,34,0,2,1,21,0,0,0,1,0,0,0
4515,45,0,2,1,14,0,0,0,1,0,0,0
4516,50,0,2,1,14,0,0,0,1,0,0,0
4517,45,0,1,1,10,0,0,0,1,0,0,0
4518,49,0,2,1,20,0,0,0,1,0,0,0
4519,49,0,2,1,20,0,0,0,1,0,0,0
4520,49,0,2,1,20,0,0,0,1,0,0,0
4521,41,0,2,1,14,0,0,0,1,0,0,0
4522,55,0,2,1,20,0,0,0,1,0,0,0
4523,31,0,2,1,8,0,0,0,1,0,0,0
4524,59,0,1,4,17,0,0,0,0,0,1,0
4525,44,0,2,1,15,0,0,0,1,0,0,0
4526,40,0,2,1,14,0,0,0,1,0,0,0
4527,40,0,2,1,14,0,0,0,1,0,0,0
